625	30000	23.93	1080	C.FIJA	DIAS-F.	30	04/08/1997	12431.13	131052
626	6500	20	1080	C.FIJA	DIAS-F.	30	04/08/1997	2603.1	131052
627	12000	23	1080	C.FIJA	DIAS-F.	30	04/08/1997	3763.16	132052
630	30000	16	1800	C.FIJA	DIAS-F.	30	08/08/1997	20750.59	131052
631	20000	18	2880	C.FIJA	DIAS-F.	30	11/08/1997	17397.16	131052
632	31000	23.92	1080	C.FIJA	DIAS-F.	30	11/08/1997	13773.31	131052
634	15000	15	3600	C.FIJA	F. FIJA	30	11/08/1997	13572.27	131052
635	25000	16.25	1080	C.FIJA	DIAS-F.	30	11/08/1997	10448.6	131052
637	10000	20	1080	C.FIJA	DIAS-F.	30	12/08/1997	4296.06	131052
638	5000	22	1080	C.FIJA	DIAS-F.	30	13/08/1997	2742.68	133052
641	30000	17	1800	C.FIJA	DIAS-F.	60	14/08/1997	14187.93	131052
643	22000	17	2880	C.FIJA	DIAS-F.	30	15/08/1997	4473.27	131052
645	26000	19	1080	C.FIJA	DIAS-F.	30	19/08/1997	11082.99	131052
646	25000	20	1080	C.FIJA	DIAS-F.	30	19/08/1997	10778.97	131052
647	6500	24	720	C.FIJA	DIAS-F.	30	19/08/1997	317.92	131052
648	14000	24	1080	C.FIJA	DIAS-F.	30	19/08/1997	6230.46	131052
649	8500	22.54	1080	C.FIJA	DIAS-F.	30	20/08/1997	3729.46	131052
650	11000	24	1080	C.FIJA	DIAS-F.	30	21/08/1997	4891.4	131052
652	1500	24	1080	C.FIJA	DIAS-F.	30	21/08/1997	664.07	131052
653	4000	24	720	C.FIJA	DIAS-F.	30	21/08/1997	205.97	131052
654	4000	18	720	C.FIJA	DIAS-F.	30	22/08/1997	385.7	132052
655	30000	18	1440	C.FIJA	DIAS-F.	60	22/08/1997	18800.84	131052
657	25000	18	1080	S/SALDOS	DIAS-F.	60	22/08/1997	9721.36	131052
660	21000	22	720	C.FIJA	DIAS-F.	30	22/08/1997	1068.76	131052
661	4000	22	1080	C.FIJA	DIAS-F.	30	22/08/1997	1258.55	131052
665	6700	20	1080	C.FIJA	F. FIJA	30	25/08/1997	2894.24	131052
666	7200	23.87	1080	C.FIJA	DIAS-F.	30	25/08/1997	1870.95	131052
667	15000	18	1080	S/SALDOS	DIAS-F.	90	25/08/1997	2265.77	131052
669	54400	18	1080	C.FIJA	DIAS-F.	30	26/08/1997	22923.99	131052
670	4000	18	1440	S/SALDOS	DIAS-F.	30	27/08/1997	2080.11	131052
675	20000	17	1800	S/SALDOS	DIAS-F.	90	29/08/1997	12999.48	131052
678	30000	18	1080	S/SALDOS	DIAS-F.	60	02/09/1997	13333.1	132052
679	2000	24	1080	C.FIJA	DIAS-F.	30	03/09/1997	881.61	131052
686	15000	18	3600	C.FIJA	DIAS-F.	30	05/09/1997	13752.28	131052
689	11000	24	1080	C.FIJA	DIAS-F.	30	05/09/1997	5544.61	132052
691	11000	24	1080	C.FIJA	DIAS-F.	30	05/09/1997	4859.48	131052
692	3000	22	1080	C.FIJA	DIAS-F.	30	05/09/1997	1307.02	131052
693	8000	24	720	C.FIJA	DIAS-F.	30	05/09/1997	3756.75	133052
694	10000	18	720	C.FIJA	DIAS-F.	90	08/09/1997	1450.2	131052
695	24000	17	2520	C.FIJA	DIAS-F.	30	08/09/1997	8934.16	131052
696	17000	24	720	C.FIJA	DIAS-F.	30	08/09/1997	1745.05	131052
697	5000	24	1080	C.FIJA	DIAS-F.	30	08/09/1997	2051.05	131052
700	2500	19	720	C.FIJA	DIAS-F.	30	09/09/1997	119.39	131052
701	2500	22	1080	C.FIJA	DIAS-F.	30	10/09/1997	1164.54	131052
702	9000	22	720	C.FIJA	DIAS-F.	30	10/09/1997	890.55	131052
703	6000	24	900	C.FIJA	DIAS-F.	30	10/09/1997	2171.82	132052
704	30000	20	1080	C.FIJA	DIAS-F.	30	10/09/1997	13817.2	131052
706	62000	16	2160	C.FIJA	DIAS-F.	30	11/09/1997	48851.12	131052
707	23000	15	720	C.FIJA	DIAS-F.	180	11/09/1997	6387.47	131052
710	11000	18	1080	C.FIJA	DIAS-F.	30	11/09/1997	4977.06	131052
